Year,Month,Ca_Diss_Water,Cl_Diss_Water,DMS_Tot_Water,EC_Phys_Water,F_Diss_Water,K_Diss_Water,Mg_Diss_Water,Na_Diss_Water,NH4_N_Diss_Water,NO3_NO2_N_Diss_Water,pH_Diss_Water,PO4_P_Diss_Water,Si_Diss_Water,SO4_Diss_Water,TAL_Diss_Water
1995.48,1.0,3.159090909090909,13.05,41.82121212121213,7.937333333333334,0.11515151515151513,0.8924242424242423,1.6712121212121211,6.774242424242424,0.05833333333333332,0.12083333333333329,6.573333333333333,0.0,1.338888888888889,4.343939393939394,9.201515151515153
1995.2028985507247,2.0,3.2765625,13.6375,45.11249999999999,8.160869565217391,0.1265625,0.9906250000000001,1.7859375,7.4234374999999995,0.06119402985074626,0.12537313432835823,6.694117647058824,0.0014925373134328358,1.2850746268656716,4.896875,9.9015625
1995.5,3.0,3.2111111111111112,14.015873015873016,44.84516129032259,8.227027027027027,0.11774193548387096,1.0333333333333332,1.7761904761904763,7.401587301587302,0.05492957746478873,0.12361111111111109,6.614864864864864,0.0028169014084507044,1.5408450704225354,5.534920634920636,8.971875
1994.484375,4.0,3.524074074074074,13.085185185185184,44.7925925925926,8.428125,0.13518518518518516,0.9129629629629629,1.738888888888889,7.148148148148148,0.03770491803278688,0.09999999999999999,6.6650793650793645,0.0049180327868852455,2.347540983606557,5.011111111111112,10.209259259259259
1994.6666666666667,5.0,3.3000000000000003,10.572222222222225,40.04716981132076,7.468253968253969,0.12777777777777774,0.8907407407407407,1.437037037037037,5.905555555555558,0.03833333333333333,0.08666666666666664,6.601587301587302,0.0,2.8966666666666665,4.243396226415094,10.577777777777776
1995.030303030303,6.0,3.222413793103448,10.33103448275862,37.903571428571425,7.101538461538462,0.12142857142857143,0.7137931034482758,1.2310344827586206,5.858620689655172,0.03709677419354839,0.09838709677419354,6.524615384615386,0.0016129032258064516,2.7790322580645164,4.586206896551725,9.53157894736842
1994.3684210526317,7.0,2.4478260869565216,9.015217391304347,31.90652173913044,6.212280701754386,0.12391304347826085,0.5152173913043478,1.0695652173913042,5.093478260869565,0.032075471698113214,0.08113207547169811,6.348214285714286,0.009433962264150943,2.6943396226415093,3.641304347826087,7.430434782608697
1994.581818181818,8.0,2.5456521739130435,10.128260869565217,35.33777777777778,6.445454545454545,0.11555555555555552,0.5847826086956524,1.2543478260869565,5.552173913043478,0.03653846153846154,0.09807692307692303,6.416363636363638,0.0,2.911764705882352,4.708695652173913,8.076086956521738
1992.5714285714287,9.0,3.1760869565217384,10.484782608695651,42.79777777777778,7.1017857142857155,0.13333333333333333,0.7347826086956522,1.4869565217391305,6.813043478260869,0.044000000000000004,0.07800000000000001,6.346296296296297,0.004,2.8579999999999997,5.260869565217392,12.023913043478261
1992.65625,10.0,3.173076923076923,11.459615384615383,42.401923076923076,7.6,0.1423076923076923,0.7115384615384616,1.3346153846153845,7.365384615384615,0.0368421052631579,0.1,6.514285714285714,0.0017543859649122807,3.254385964912281,4.698076923076924,10.634615384615385
1993.3870967741937,11.0,3.4735849056603767,11.173584905660379,42.01960784313726,7.611290322580645,0.1192307692307692,0.8320754716981134,1.2962264150943397,6.479245283018868,0.044642857142857144,0.11964285714285713,6.708196721311476,0.0017857142857142859,2.760714285714286,4.082692307692308,11.284905660377358
1993.758064516129,12.0,3.609090909090908,11.983636363636366,43.6462962962963,7.651612903225805,0.14444444444444443,1.0090909090909093,1.5054545454545456,6.492727272727274,0.053448275862068975,0.12931034482758622,6.580645161290323,0.005172413793103449,1.9896551724137934,4.8090909090909095,11.020000000000003
