Year,Month,Day,Ca_Diss_Water,Cl_Diss_Water,DMS_Tot_Water,EC_Phys_Water,F_Diss_Water,K_Diss_Water,Mg_Diss_Water,Na_Diss_Water,NH4_N_Diss_Water,NO3_NO2_N_Diss_Water,pH_Diss_Water,PO4_P_Diss_Water,Si_Diss_Water,SO4_Diss_Water,TAL_Diss_Water,Positive,Negative,Final,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27
1995.060606060606,1.0,16.060606060606062,3.3818181818181823,12.963636363636363,42.472727272727276,8.078787878787878,0.1181818181818182,0.9727272727272728,1.6575757575757577,7.024242424242424,0.048484848484848485,0.11515151515151516,6.6878787878787875,0.0,1.2696969696969695,3.9212121212121214,9.684848484848485,0.6380686069999999,0.6485541152121211,-0.8089335329393937,,,,,,
1993.9354838709678,2.0,15.35483870967742,3.529032258064516,13.612903225806452,44.12580645161291,8.183870967741935,0.12258064516129036,0.8096774193548387,1.7935483870967743,7.267741935483872,0.06129032258064517,0.13870967741935483,6.664516129032258,0.0,1.3903225806451611,3.629032258064516,10.22258064516129,0.6637303952903224,0.6721287069677419,-0.7613384190000003,,,,,,
1994.78125,3.0,15.34375,3.234375,14.459375000000001,43.67741935483871,8.515625,0.10645161290322581,0.9843750000000001,1.828125,7.5718749999999995,0.059375000000000004,0.13125,6.609375,0.0,1.509375,4.959375,8.215625,0.669464823125,0.68237620425,-0.93962424165625,,,,,,
1994.2692307692307,4.0,13.192307692307692,3.784615384615385,13.149999999999997,44.12307692307692,8.384615384615385,0.12307692307692308,0.8230769230769229,1.7115384615384612,7.1692307692307695,0.04615384615384616,0.11153846153846156,6.669230769230769,0.011538461538461537,2.1,4.438461538461539,9.88846153846154,0.6649465841153847,0.6692046069230769,-0.4448822818846153,,,,,,
1994.6538461538462,5.0,15.192307692307692,3.623076923076923,11.776923076923076,41.676923076923075,7.784615384615384,0.11153846153846156,0.7538461538461539,1.5538461538461539,6.642307692307692,0.057692307692307696,0.09230769230769233,6.53076923076923,0.0,2.8499999999999996,3.534615384615385,10.719230769230771,0.619871730923077,0.6270494007692308,-0.6152921627692307,,,,,,
1995.5185185185185,6.0,13.555555555555555,3.714814814814815,10.603703703703703,40.45384615384615,7.707407407407407,0.1153846153846154,0.8333333333333334,1.3925925925925926,6.285185185185186,0.02592592592592593,0.10740740740740742,6.648148148148147,0.0,2.8,4.692592592592593,10.366666666666665,0.5959163444074074,0.611270158925926,-0.9801093244074074,,,,,,
1995.0,7.0,12.941176470588236,2.8058823529411763,10.176470588235292,34.641176470588235,6.794117647058823,0.1,0.5470588235294118,1.2529411764705882,6.023529411764706,0.023529411764705882,0.09411764705882353,6.447058823529412,0.0,2.888235294117647,3.2294117647058824,7.958823529411766,0.5202580344705883,0.5198282002941177,-0.14207556811764713,,,,,,
1994.7142857142858,8.0,15.928571428571429,2.935714285714286,10.028571428571428,36.56428571428571,6.8500000000000005,0.13571428571428576,0.7,1.25,6.192857142857142,0.028571428571428574,0.11428571428571431,6.685714285714285,0.0,3.0846153846153848,4.142857142857142,8.2,0.5380450968571429,0.5417008564285715,-0.3249084422857143,,,,,,
1992.8333333333333,9.0,15.166666666666666,4.3999999999999995,11.441666666666665,53.78333333333333,8.833333333333334,0.11666666666666668,0.9416666666666668,2.125,7.95,0.09166666666666667,0.05833333333333334,6.6000000000000005,0.008333333333333333,2.7499999999999996,4.824999999999999,17.483333333333334,0.7691768039166668,0.7797277381666666,-0.33535081491666685,,,,,,
1991.2692307692307,10.0,14.538461538461538,3.476923076923076,11.576923076923077,44.43076923076923,7.6038461538461535,0.11153846153846156,0.6884615384615386,1.4230769230769231,8.061538461538461,0.04615384615384616,0.09615384615384617,6.326923076923078,0.0,3.5576923076923075,4.203846153846154,11.88846153846154,0.6612117817692307,0.6587900476538461,-0.01961004830769236,,,,,,
1993.3076923076924,11.0,15.23076923076923,3.7961538461538455,10.996153846153847,43.508,7.684615384615384,0.11153846153846156,0.9346153846153846,1.4,6.73076923076923,0.038461538461538464,0.15384615384615385,6.561538461538462,0.0,2.907692307692308,3.3680000000000003,11.780769230769229,0.6232427932307693,0.6211157747692309,0.15477182984615392,,,,,,
1994.2962962962963,12.0,13.777777777777779,3.6296296296296293,11.814814814814815,41.51153846153847,7.7148148148148135,0.1576923076923077,0.9370370370370372,1.5555555555555556,6.585185185185185,0.037037037037037035,0.14814814814814814,6.67037037037037,0.003703703703703704,1.8629629629629634,3.762962962962964,10.392592592592594,0.6213933271851853,0.629475669962963,-0.6569015661111112,,,,,,
